TrialNum,MagNum,AbsTime,Duration,TrialCond,DispTime,TrialTime,Hit,TrialEnd,RatID
149,1.0,1950.71,0.0599999999999454,3.0,1949.39,1.31999999999994,1.0,0.0,0.0
149,1.0,1951.87,0.0700000000001637,3.0,1949.39,2.47999999999979,-2.0,0.0,1.0
149,1.0,1953.22,0.0099999999999909,3.0,1949.39,3.82999999999993,-2.0,0.0,1.0
149,2.0,2009.2,0.0,3.0,1949.39,59.8099999999999,1.0,1.0,0.0
149,2.0,2011.01,0.0,3.0,1949.39,61.6199999999999,-1.0,0.0,0.0
149,2.0,2111.74,0.0,3.0,1949.39,162.35,-1.0,0.0,0.0
160,1.0,2123.86,0.0,3.0,2122.82,1.03999999999996,1.0,0.0,0.0
160,2.0,2124.99,0.0,3.0,2122.82,2.16999999999962,1.0,1.0,0.0
161,2.0,2136.55,0.0,3.0,2135.11,1.44000000000005,1.0,0.0,0.0
161,1.0,2139.09,0.0,3.0,2135.11,3.98000000000002,1.0,1.0,0.0
164,1.0,2164.64,0.0,3.0,2163.83,0.809999999999945,1.0,0.0,0.0
164,2.0,2170.81,0.0,3.0,2163.83,6.98000000000002,1.0,1.0,1.0
165,,,,,2180.69,,,,
165,,,,,2180.69,,,,
165,,,,,2180.69,,,,
167,2.0,2229.37,0.0100000000002183,3.0,2227.93,1.44000000000005,1.0,0.0,0.0
167,1.0,2231.33,0.0100000000002183,3.0,2227.93,3.40000000000009,1.0,1.0,0.0
168,,,,,2241.34,,,,
168,,,,,2241.34,,,,
168,,,,,2241.34,,,,
170,1.0,2281.3,0.0,3.0,2278.81,2.49000000000024,1.0,0.0,
170,2.0,2299.14,0.0,3.0,2278.81,20.3299999999999,1.0,1.0,0.0
170,2.0,2299.58,0.0,3.0,2278.81,20.77,-1.0,0.0,0.0
170,2.0,2336.52,0.0,3.0,2278.81,57.71,-1.0,0.0,0.0
170,1.0,2383.35,0.0,3.0,2278.81,104.54,-1.0,0.0,
180,,,,,2393.0,,,,
181,1.0,2426.36,0.0099999999997635,3.0,2425.15,1.21000000000004,1.0,0.0,0.0
181,2.0,2426.61,0.0,3.0,2425.15,1.46000000000004,1.0,1.0,1.0
182,1.0,2441.08,0.0,3.0,2438.08,3.0,1.0,0.0,0.0
182,1.0,2443.6,0.0,3.0,2438.08,5.51999999999998,-2.0,0.0,
182,2.0,2443.7,0.0,3.0,2438.08,5.61999999999989,1.0,1.0,1.0
182,2.0,2444.25,0.0,3.0,2438.08,6.17000000000007,-1.0,0.0,0.0
184,1.0,2462.54,0.0,3.0,2461.38,1.15999999999985,1.0,0.0,0.0
184,1.0,2465.34,0.0799999999999272,3.0,2461.38,3.96000000000004,-2.0,0.0,0.0
184,2.0,2569.99,0.0,3.0,2461.38,108.61,1.0,1.0,
184,2.0,2771.86,0.0,3.0,2461.38,310.48,-1.0,0.0,0.0
184,2.0,2810.47,0.0,3.0,2461.38,349.09,-1.0,0.0,0.0
184,2.0,2811.75,0.0,3.0,2461.38,350.37,-1.0,0.0,
184,2.0,3062.56,0.0,3.0,2461.38,601.18,-1.0,0.0,0.0
235,2.0,3242.13,0.0,3.0,3240.81,1.32000000000016,1.0,0.0,0.0
235,2.0,3242.33,0.0,3.0,3240.81,1.51999999999998,-2.0,0.0,0.0
235,1.0,3242.44,0.0,3.0,3240.81,1.63000000000011,1.0,1.0,1.0
235,1.0,3251.1,0.0,3.0,3240.81,10.29,-1.0,0.0,0.0
236,,,,,3256.04,,,,
239,1.0,3285.23,0.0,3.0,3284.67,0.559999999999945,1.0,0.0,
239,1.0,3286.62,0.0,3.0,3284.67,1.94999999999982,-2.0,0.0,1.0
239,2.0,3287.87,0.0,3.0,3284.67,3.19999999999982,1.0,1.0,
240,2.0,3298.71,0.0,3.0,3297.16,1.55000000000018,1.0,0.0,0.0
240,1.0,3298.98,0.0,3.0,3297.16,1.82000000000016,1.0,1.0,
240,2.0,3299.19,0.0,3.0,3297.16,2.0300000000002,-1.0,0.0,0.0
241,1.0,3312.77,0.0799999999999272,3.0,3311.35,1.42000000000007,1.0,0.0,0.0
241,2.0,3314.72,0.0,3.0,3311.35,3.36999999999989,1.0,1.0,
243,,,,,3331.58,,,,
244,1.0,3345.62,0.0,3.0,3344.74,0.880000000000109,1.0,0.0,
244,1.0,3356.42,0.0,3.0,3344.74,11.6800000000003,-2.0,0.0,
244,1.0,3356.74,0.0,3.0,3344.74,12.0,-2.0,0.0,
244,2.0,3398.22,0.0,3.0,3344.74,53.48,1.0,1.0,1.0
245,1.0,3413.72,0.0,3.0,3410.57,3.14999999999964,1.0,0.0,1.0
245,2.0,3496.84,0.0099999999997635,3.0,3410.57,86.27,1.0,1.0,1.0
258,,,,,3740.26,,,,
264,,,,,3799.65,,,,
264,,,,,3799.65,,,,
270,1.0,3952.32,0.0,3.0,3947.56,4.76000000000022,1.0,0.0,1.0
270,2.0,4027.58,0.0,3.0,3947.56,80.02,1.0,1.0,0.0
275,1.0,4249.55,0.0,3.0,4245.05,4.5,1.0,0.0,0.0
275,2.0,4284.88,0.0,3.0,4245.05,39.8299999999999,1.0,1.0,
278,,,,,4310.3,,,,
278,,,,,4310.3,,,,
285,,,,,4380.15,,,,
