TrialNum,LeverNum,AbsTime,TrialCond,DispTime,TrialTime,coopTS,coopSucc,Hit,TrialEnd,AnimalID,CoopTimeLimit,RatID
187,2,2370.5,0,,3.67000000000007,,0,-1,0,KL005B-KL005Y,1.25,1.0
188,2,2382.59,0,,6.87000000000035,,0,1,0,KL005B-KL005Y,1.25,1.0
189,2,2394.16,0,,4.27999999999975,,0,1,0,KL005B-KL005Y,1.25,1.0
190,2,2404.42,0,,1.76999999999998,,0,1,0,KL005B-KL005Y,1.25,
190,2,2405.88,0,,3.23000000000002,,0,-1,0,KL005B-KL005Y,1.25,1.0
191,2,2413.39,0,,1.48000000000002,,0,1,0,KL005B-KL005Y,1.25,1.0
192,1,2424.72,3,2426.78,0.739999999999782,2425.54,1,1,0,KL005B-KL005Y,1.25,0.0
192,1,2425.39,3,2426.78,1.40999999999985,2425.54,1,-1,0,KL005B-KL005Y,1.25,0.0
192,2,2425.53,3,2426.78,1.55000000000018,2425.54,1,1,1,KL005B-KL005Y,1.25,1.0
192,1,2425.93,3,2426.78,1.94999999999982,2425.54,1,-2,0,KL005B-KL005Y,1.25,0.0
193,2,2437.37,0,,3.42000000000007,,0,1,0,KL005B-KL005Y,1.25,1.0
193,2,2438.28,0,,4.33000000000038,,0,-1,0,KL005B-KL005Y,1.25,1.0
194,1,2447.66,3,2449.84,0.799999999999727,2448.2,1,1,0,KL005B-KL005Y,1.25,0.0
194,1,2448.01,3,2449.84,1.15000000000009,2448.2,1,-1,0,KL005B-KL005Y,1.25,0.0
194,2,2448.18,3,2449.84,1.31999999999971,2448.2,1,1,1,KL005B-KL005Y,1.25,1.0
194,1,2448.55,3,2449.84,1.69000000000005,2448.2,1,-2,0,KL005B-KL005Y,1.25,0.0
195,1,2466.99,0,,6.10999999999967,,0,1,0,KL005B-KL005Y,1.25,0.0
195,1,2467.69,0,,6.80999999999995,,0,-1,0,KL005B-KL005Y,1.25,0.0
196,1,2477.29,0,,0.809999999999945,,0,1,0,KL005B-KL005Y,1.25,
196,1,2477.66,0,,1.17999999999984,,0,-1,0,KL005B-KL005Y,1.25,
