TrialNum,LeverNum,AbsTime,TrialCond,DispTime,TrialTime,coopTS,coopSucc,Hit,TrialEnd,AnimalID,CoopTimeLimit,RatID
213,1,2926.37,0,,6.60999999999967,,0,-1,0,KL007G-KL007Y,1.25,0.0
214,2,2937.5,0,,2.86000000000013,,0,1,0,KL007G-KL007Y,1.25,0.0
215,2,2950.98,0,,2.19000000000005,,0,1,0,KL007G-KL007Y,1.25,
215,2,2951.44,0,,2.65000000000009,,0,-1,0,KL007G-KL007Y,1.25,
215,2,2952.27,0,,3.48000000000002,,0,-1,0,KL007G-KL007Y,1.25,1.0
215,2,2952.87,0,,4.07999999999993,,0,-1,0,KL007G-KL007Y,1.25,1.0
216,2,2976.62,0,,14.6500000000001,,0,1,0,KL007G-KL007Y,1.25,
216,2,2977.07,0,,15.1000000000004,,0,-1,0,KL007G-KL007Y,1.25,
216,2,2978.49,0,,16.52,,0,-1,0,KL007G-KL007Y,1.25,0.0
217,2,2983.47,0,,0.559999999999945,,0,1,0,KL007G-KL007Y,1.25,0.0
217,2,2984.94,0,,2.0300000000002,,0,-1,0,KL007G-KL007Y,1.25,0.0
218,1,3051.84,0,,58.48,,0,1,0,KL007G-KL007Y,1.25,0.0
218,1,3053.07,0,,59.71,,0,-1,0,KL007G-KL007Y,1.25,
219,2,3060.6,0,,0.769999999999982,,0,1,0,KL007G-KL007Y,1.25,0.0
220,2,3070.65,0,,1.26000000000022,,0,1,0,KL007G-KL007Y,1.25,0.0
221,2,3090.2,0,,11.0599999999999,,0,1,0,KL007G-KL007Y,1.25,0.0
222,2,3100.19,0,,0.700000000000273,,0,1,0,KL007G-KL007Y,1.25,0.0
222,2,3102.3,0,,2.8100000000004,,0,-1,0,KL007G-KL007Y,1.25,0.0
223,2,3110.96,0,,0.679999999999836,,0,1,0,KL007G-KL007Y,1.25,
223,2,3112.95,0,,2.66999999999962,,0,-1,0,KL007G-KL007Y,1.25,0.0
224,2,3118.28,0,,0.630000000000109,,0,1,0,KL007G-KL007Y,1.25,0.0
225,2,3130.84,0,,3.07000000000016,,0,1,0,KL007G-KL007Y,1.25,0.0
226,2,3139.49,0,,0.659999999999854,,0,1,0,KL007G-KL007Y,1.25,0.0
227,1,3155.97,0,,8.88999999999987,,0,1,0,KL007G-KL007Y,1.25,0.0
228,1,3163.96,0,,0.800000000000182,,0,1,0,KL007G-KL007Y,1.25,0.0
229,2,3174.75,0,,0.699999999999818,,0,1,0,KL007G-KL007Y,1.25,0.0
230,2,3184.99,0,,0.549999999999727,,0,1,0,KL007G-KL007Y,1.25,0.0
230,2,3186.95,0,,2.50999999999976,,0,-1,0,KL007G-KL007Y,1.25,0.0
231,2,3195.07,0,,0.690000000000055,,0,1,0,KL007G-KL007Y,1.25,0.0
231,2,3197.03,0,,2.65000000000009,,0,-1,0,KL007G-KL007Y,1.25,0.0
232,1,3207.91,0,,1.64999999999964,,0,1,0,KL007G-KL007Y,1.25,0.0
233,1,3219.07,0,,0.970000000000255,,0,1,0,KL007G-KL007Y,1.25,0.0
234,2,3230.27,0,,0.809999999999945,,0,1,0,KL007G-KL007Y,1.25,0.0
235,2,3238.54,3,3240.81,0.679999999999836,3238.72,1,1,0,KL007G-KL007Y,1.25,
235,1,3238.71,3,3240.81,0.849999999999909,3238.72,1,1,1,KL007G-KL007Y,1.25,0.0
236,2,3253.52,3,3256.04,1.67000000000007,3254.7,1,1,0,KL007G-KL007Y,1.25,0.0
236,1,3254.68,3,3256.04,2.82999999999993,3254.7,1,1,1,KL007G-KL007Y,1.25,
237,1,3265.13,0,,0.809999999999945,,0,1,0,KL007G-KL007Y,1.25,0.0
237,2,3271.76,0,,7.44000000000005,,0,1,1,KL007G-KL007Y,1.25,
238,2,3273.93,0,,0.710000000000036,,0,1,0,KL007G-KL007Y,1.25,0.0
238,2,3274.55,0,,1.33000000000038,,0,-1,0,KL007G-KL007Y,1.25,0.0
239,2,3282.35,3,3284.67,0.730000000000018,3283.23,1,1,0,KL007G-KL007Y,1.25,
239,1,3283.2,3,3284.67,1.57999999999993,3283.23,1,1,1,KL007G-KL007Y,1.25,0.0
240,2,3294.72,3,3297.16,0.839999999999691,3295.12,1,1,0,KL007G-KL007Y,1.25,
240,1,3295.09,3,3297.16,1.21000000000004,3295.12,1,1,1,KL007G-KL007Y,1.25,
241,2,3309.57,3,3311.35,0.480000000000018,3309.91,1,1,0,KL007G-KL007Y,1.25,
241,1,3309.89,3,3311.35,0.799999999999727,3309.91,1,1,1,KL007G-KL007Y,1.25,0.0
241,2,3310.38,3,3311.35,1.28999999999996,3309.91,1,-2,0,KL007G-KL007Y,1.25,0.0
242,2,3321.25,0,,0.820000000000164,,0,1,0,KL007G-KL007Y,1.25,0.0
242,2,3321.69,0,,1.26000000000022,,0,-1,0,KL007G-KL007Y,1.25,0.0
242,2,3328.3,0,,7.87000000000035,,0,-1,0,KL007G-KL007Y,1.25,0.0
243,2,3329.2,3,3331.58,0.559999999999945,3329.44,1,1,0,KL007G-KL007Y,1.25,
243,1,3329.43,3,3331.58,0.789999999999964,3329.44,1,1,1,KL007G-KL007Y,1.25,0.0
244,2,3342.79,3,3344.74,0.579999999999927,3343.05,1,1,0,KL007G-KL007Y,1.25,1.0
244,2,3342.9,3,3344.74,0.690000000000055,3343.05,1,-1,0,KL007G-KL007Y,1.25,1.0
244,1,3343.03,3,3344.74,0.820000000000164,3343.05,1,1,1,KL007G-KL007Y,1.25,0.0
244,2,3343.23,3,3344.74,1.01999999999998,3343.05,1,-2,0,KL007G-KL007Y,1.25,0.0
244,2,3366.36,3,3344.74,24.1500000000001,3343.05,1,-2,0,KL007G-KL007Y,1.25,0.0
244,2,3372.35,3,3344.74,30.1399999999999,3343.05,1,-2,0,KL007G-KL007Y,1.25,0.0
244,2,3372.63,3,3344.74,30.4200000000001,3343.05,1,-2,0,KL007G-KL007Y,1.25,0.0
244,2,3372.99,3,3344.74,30.7799999999997,3343.05,1,-2,0,KL007G-KL007Y,1.25,1.0
244,2,3376.73,3,3344.74,34.52,3343.05,1,-2,0,KL007G-KL007Y,1.25,0.0
244,2,3378.62,3,3344.74,36.4099999999999,3343.05,1,-2,0,KL007G-KL007Y,1.25,0.0
244,2,3380.96,3,3344.74,38.75,3343.05,1,-2,0,KL007G-KL007Y,1.25,1.0
245,2,3408.34,3,3410.57,1.03999999999996,3409.08,1,1,0,KL007G-KL007Y,1.25,0.0
245,1,3409.05,3,3410.57,1.75,3409.08,1,1,1,KL007G-KL007Y,1.25,0.0
245,2,3427.4,3,3410.57,20.0999999999999,3409.08,1,-2,0,KL007G-KL007Y,1.25,0.0
245,2,3439.2,3,3410.57,31.8999999999996,3409.08,1,-2,0,KL007G-KL007Y,1.25,0.0
245,2,3439.44,3,3410.57,32.1399999999999,3409.08,1,-2,0,KL007G-KL007Y,1.25,0.0
246,1,3507.37,0,,3.31999999999971,,0,1,0,KL007G-KL007Y,1.25,0.0
247,1,3519.53,0,,0.970000000000255,,0,1,0,KL007G-KL007Y,1.25,0.0
248,2,3532.59,0,,2.87000000000035,,0,1,0,KL007G-KL007Y,1.25,0.0
249,2,3549.3,0,,7.92000000000007,,0,1,0,KL007G-KL007Y,1.25,0.0
250,1,3638.54,0,,79.5500000000002,,0,1,0,KL007G-KL007Y,1.25,0.0
250,1,3639.9,0,,80.9100000000003,,0,-1,0,KL007G-KL007Y,1.25,0.0
251,1,3675.77,0,,30.6399999999999,,0,1,0,KL007G-KL007Y,1.25,
251,1,3677.25,0,,32.1199999999999,,0,-1,0,KL007G-KL007Y,1.25,0.0
252,2,3685.44,0,,2.38000000000011,,0,1,0,KL007G-KL007Y,1.25,
252,2,3685.89,0,,2.82999999999993,,0,-1,0,KL007G-KL007Y,1.25,
252,2,3686.14,0,,3.07999999999993,,0,-1,0,KL007G-KL007Y,1.25,0.0
253,2,3696.91,0,,1.07999999999993,,0,1,0,KL007G-KL007Y,1.25,0.0
254,2,3704.22,0,,0.519999999999982,,0,1,0,KL007G-KL007Y,1.25,0.0
254,2,3705.17,0,,1.47000000000025,,0,-1,0,KL007G-KL007Y,1.25,
254,2,3711.47,0,,7.76999999999998,,0,-1,0,KL007G-KL007Y,1.25,0.0
254,2,3711.81,0,,8.11000000000013,,0,-1,0,KL007G-KL007Y,1.25,0.0
254,2,3712.06,0,,8.36000000000013,,0,-1,0,KL007G-KL007Y,1.25,0.0
255,2,3713.01,0,,0.600000000000364,,0,1,0,KL007G-KL007Y,1.25,0.0
255,2,3713.35,0,,0.940000000000055,,0,-1,0,KL007G-KL007Y,1.25,0.0
256,2,3722.24,0,,0.639999999999873,,0,1,0,KL007G-KL007Y,1.25,0.0
257,2,3729.99,0,,0.759999999999764,,0,1,0,KL007G-KL007Y,1.25,0.0
258,2,3738.1,3,3740.26,0.619999999999891,3738.32,1,1,0,KL007G-KL007Y,1.25,
258,1,3738.3,3,3740.26,0.820000000000164,3738.32,1,1,1,KL007G-KL007Y,1.25,
259,2,3751.88,0,,0.570000000000164,,0,1,0,KL007G-KL007Y,1.25,0.0
260,1,3759.14,0,,0.9699999999998,,0,1,0,KL007G-KL007Y,1.25,
260,2,3760.41,0,,2.23999999999978,,0,1,1,KL007G-KL007Y,1.25,
260,2,3760.73,0,,2.55999999999995,,0,-2,0,KL007G-KL007Y,1.25,0.0
261,2,3767.99,0,,0.759999999999764,,0,1,0,KL007G-KL007Y,1.25,0.0
261,2,3768.31,0,,1.07999999999993,,0,-1,0,KL007G-KL007Y,1.25,0.0
262,2,3779.26,0,,0.680000000000291,,0,1,0,KL007G-KL007Y,1.25,0.0
263,2,3788.12,0,,0.569999999999709,,0,1,0,KL007G-KL007Y,1.25,
