left_x,left_y,right_x,right_y
470.42071533203125,232.30538940429688,133.23548922063569,437.2668332415567
464.59503173828125,236.62904357910156,128.76058350336092,433.3467067611641
464.4870300292969,240.36199951171875,124.28566301380698,429.4265760961952
464.4880065917969,240.33078002929688,119.81073868327667,425.50644704213335
448.60394287109375,236.39097595214844,115.33581992577783,421.58631787306126
428.38995361328125,228.5515594482422,110.86089795517033,417.66618846582503
392.5494689941406,220.33302307128906,106.38597677418494,413.74605918389756
360.4534912109375,208.47683715820312,101.9110557706311,409.82592990354595
328.3931884765625,198.33518981933594,97.43613445844616,405.9058006215303
304.4021911621094,196.3899688720703,92.9612132781017,401.9856713312128
272.5560302734375,194.3123321533203,88.48629210076169,398.0655420492649
248.5109405517578,194.28634643554688,84.01137091705101,394.14541276461694
220.44338989257812,196.50155639648438,79.53644972508573,390.2252834800207
206.43173217773438,200.38368225097656,75.06152854324732,386.3051541951814
210.46188037351462,201.3512235610814,70.58660735528403,382.385024910664
170.77883911132812,474.50518798828125,66.11168617073264,378.464895626235
194.21172656781732,379.4763983063378,61.636764984302445,374.54476634155367
178.38665771484375,470.5565185546875,57.16184379871625,370.62463705696075
182.56466674804688,468.96484375,52.68692261289077,366.7045077724126
183.4170776120529,465.62919355029396,122.73778261124448,362.7843784878538
178.69053649902344,214.68438720703125,137.52592701620452,296.651890093586
186.17620807222266,482.004158678616,188.41966247558594,212.4500274658203
188.8860782924629,487.7405809150283,188.2519989013672,212.49948120117188
192.55296325683594,494.2787780761719,184.6107635498047,212.70455932617188
195.0096942356661,500.9541984548464,188.2718505859375,212.74588012695312
197.91086397529116,507.21408038193186,188.26690673828125,214.61976623535156
200.91513435308494,513.6530808158572,188.4297332763672,214.63046264648438
203.8316231755634,520.0762872386697,188.29052734375,212.6417999267578
206.7049547547973,526.50536777193,188.27777099609375,214.5211181640625
209.6213197992364,532.9244130087461,184.56626892089844,212.5319061279297
203.02861001268082,539.2849445569453,184.3342742919922,214.52552795410156
199.3856715547273,545.7162954562748,184.36582946777344,212.6062469482422
193.52467177820643,552.115725396837,184.36366271972656,216.37197875976562
189.911184114871,517.239938944979,180.71243286132812,216.376220703125
185.81458263245517,510.66260303602445,180.47006225585938,216.33424377441406
178.10980224609375,486.3858642578125,182.4265899658203,216.29483032226562
178.84566151364157,499.5663439562783,182.36288452148438,212.58273315429688
174.67601013183594,490.3593444824219,182.3782196044922,212.57354736328125
172.35968017578125,488.2692565917969,182.30848693847656,212.5757598876953
172.53953552246094,486.60699462890625,176.6881103515625,212.58633422851562
174.3278045654297,488.29705810546875,176.5131378173828,212.6333465576172
174.2041473388672,486.14996337890625,176.3513641357422,212.63983154296875
173.5388785258801,480.4823561413889,180.466552734375,212.65660095214844
174.58448791503906,486.20281982421875,180.60328674316406,216.5164337158203
171.8790205434745,467.71646860953484,184.41064453125,220.37408447265625
170.85584555702422,464.21511580826245,184.49908447265625,222.37612915039062
169.89252596794532,458.285916071458,184.6640625,224.44329833984375
170.48374938964844,442.31939697265625,186.55154418945312,224.4300079345703
168.42929077148438,442.399658203125,186.5333251953125,224.44891357421875
164.3986053466797,440.5987548828125,186.4814910888672,224.47607421875
164.44183349609375,444.3923034667969,184.6891632080078,224.47869873046875
160.60484313964844,444.56280517578125,184.61087036132812,224.50067138671875
158.6329803466797,448.3720703125,184.6061248779297,224.48052978515625
156.51576232910156,448.4747619628906,183.80328312887298,224.499335337071
156.51541137695312,448.5345458984375,183.3245184879754,224.50471892931526
156.40066528320312,448.5113525390625,182.8929311177813,224.50908154285332
201.2669202058619,378.50435354642747,182.4537219603608,224.51436802835963
206.43679809570312,226.61862182617188,190.78411990538086,224.52047094731998
224.4204864501953,240.69418334960938,208.9956970022563,224.52606327497705
236.61260986328125,242.6885223388672,244.4426227498364,224.53139096986774
256.47503662109375,252.53463745117188,268.9817702846391,231.19831000636577
276.4307861328125,256.54327392578125,292.74566999405613,241.57937222500334
308.5335998535156,260.50775146484375,318.683228979499,247.53787642874062
340.54840087890625,264.297607421875,324.2904357910156,454.33642578125
373.2039204013181,266.1917533261656,372.5097961425781,264.38214111328125
404.5927154531354,269.1458448849031,404.612548828125,264.6724853515625
436.53643704724425,271.92851271208497,416.6311950683594,426.53753662109375
468.55560302734375,274.5256042480469,452.5802307128906,410.47833251953125
499.5762091187893,277.3262816823775,486.720703125,382.50311279296875
529.6802501940384,280.0047118598288,510.5875244140625,282.2847900390625
561.4738646034554,282.73495691555433,530.585693359375,282.4674072265625
592.40092161053,285.44700077914,556.615478515625,272.6158447265625
625.2250101856274,288.1666572376594,578.7154541015625,256.68963623046875
656.1379726630394,287.46394740489967,622.3484497070312,244.54026794433594
689.372224137006,271.0284415888012,652.6013793945312,244.64088439941406
708.561279296875,364.4065246582031,680.5619506835938,236.5001678466797
748.303466796875,376.3163757324219,736.4631728640443,303.1252546741457
776.4738159179688,384.582275390625,777.882893996721,319.9529513311791
828.4260864257812,228.67880249023438,819.6431216776083,342.5274123968081
854.5543823242188,232.34603881835938,861.7656176086559,363.8837700436098
